experiment_date,species,stage,strain,treatment,conc,cell,total_worms,top_worms,bottom_worms,cue_side,cue,cue_conc
20211217,Cel,Adult,PR678,NA,NA,D3,10,3,2,top,NaCl,200 mM
20211217,Cel,Adult,PR678,NA,NA,A4,6,3,3,top,NaCl,200 mM
20211217,Cel,Adult,PR678,NA,NA,B4,10,4,2,top,NaCl,200 mM
20211217,Cel,Adult,PR678,NA,NA,C4,7,3,3,top,NaCl,200 mM
20211217,Cel,Adult,PR678,NA,NA,D4,2,0,1,top,NaCl,200 mM
20211217,Cel,Adult,PR678,NA,NA,A5,8,2,0,top,NaCl,200 mM
20211217,Cel,Adult,PR678,NA,NA,B5,5,2,1,top,NaCl,200 mM
20211217,Cel,Adult,PR678,NA,NA,C5,10,2,1,top,NaCl,200 mM
20211217,Cel,Adult,PR678,NA,NA,D5,10,4,1,top,NaCl,200 mM
20211217,Cel,Adult,PR678,NA,NA,A6,7,1,1,top,NaCl,200 mM
20211217,Cel,Adult,PR678,NA,NA,B6,6,3,1,top,NaCl,200 mM
20211217,Cel,Adult,PR678,NA,NA,C6,5,1,1,top,NaCl,200 mM
20211217,Cel,Adult,PR678,NA,NA,D6,4,1,2,top,NaCl,200 mM
20220215,Cel,Adult,N2,NA,NA,A1,8,1,4,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,B1,8,0,4,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,C1,5,1,4,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,D1,14,2,5,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,A2,10,2,4,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,B2,4,0,3,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,C2,6,1,2,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,D2,10,0,7,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,A3,8,0,0,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,B3,5,0,4,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,C3,5,0,2,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,D3,7,1,3,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,A4,6,1,4,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,B4,6,1,3,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,C4,9,1,1,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,D4,4,0,2,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,A5,10,0,5,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,B5,10,0,4,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,C5,13,1,2,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,D5,7,1,3,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,A6,12,2,3,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,B6,10,2,5,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,C6,6,0,3,top,Quinine ,10 mM
20220215,Cel,Adult,N2,NA,NA,D6,4,1,3,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,A1,8,4,3,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,B1,7,3,3,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,C1,6,4,2,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,D1,20,6,0,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,A2,10,3,5,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,B2,8,4,2,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,C2,7,2,1,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,D2,8,3,0,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,A3,13,4,5,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,B3,9,3,5,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,C3,10,3,3,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,D3,9,3,0,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,A4,12,5,3,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,B4,12,3,4,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,C4,10,2,2,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,D4,12,3,1,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,A5,11,6,5,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,B5,8,5,2,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,C5,8,2,2,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,D5,9,5,4,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,A6,11,3,1,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,B6,9,3,3,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,C6,8,5,2,top,Quinine ,10 mM
20220215,Cel,Adult,PR678,NA,NA,D6,9,2,3,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,A1,11,0,2,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,B1,6,1,6,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,C1,9,1,4,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,D1,9,1,6,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,A2,8,1,4,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,B2,11,0,7,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,C2,9,2,2,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,D2,1,0,5,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,A3,9,1,2,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,B3,8,0,5,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,C3,8,0,3,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,D3,8,1,3,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,A4,12,1,3,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,B4,7,0,5,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,C4,10,1,3,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,D4,7,0,1,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,A5,10,3,4,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,B5,7,0,3,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,C5,7,0,2,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,D5,11,2,4,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,A6,9,2,3,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,B6,8,2,3,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,C6,10,0,4,top,Quinine ,10 mM
20220217,Cel,Adult,N2,NA,NA,D6,9,1,3,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,A1,5,2,1,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,B1,4,2,1,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,C1,3,2,0,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,D1,10,10,3,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,A2,5,3,0,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,B2,9,4,1,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,C2,4,1,1,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,D2,5,5,1,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,A3,6,4,3,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,B3,6,2,2,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,C3,5,2,1,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,D3,6,6,4,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,A4,2,1,1,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,B4,4,1,3,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,C4,4,2,2,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,D4,9,9,1,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,A5,4,1,2,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,B5,7,2,2,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,C5,6,2,4,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,D5,4,4,2,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,A6,6,3,1,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,B6,5,1,1,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,C6,3,0,1,top,Quinine ,10 mM
20220217,Cel,Adult,PR678,NA,NA,D6,4,4,0,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,A1,4,1,3,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,B1,11,1,3,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,C1,9,1,5,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,D1,7,0,2,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,A2,5,1,4,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,B2,17,0,9,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,C2,6,0,5,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,D2,6,0,2,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,A3,X,X,X,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,B3,8,0,5,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,C3,9,1,2,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,D3,8,2,1,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,A4,14,3,6,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,B4,20,3,9,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,C4,12,0,2,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,D4,11,1,6,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,A5,19,2,12,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,B5,11,2,5,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,C5,8,0,4,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,D5,9,2,0,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,A6,15,1,10,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,B6,10,3,4,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,C6,X,X,X,top,Quinine ,10 mM
20220218,Cel,Adult,N2,NA,NA,D6,12,0,3,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,A1,6,4,0,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,B1,6,5,3,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,C1,6,3,1,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,D1,4,1,1,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,A2,5,2,0,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,B2,5,2,3,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,C2,3,2,3,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,D2,5,2,1,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,A3,5,4,3,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,B3,5,5,2,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,C3,5,3,1,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,D3,4,2,2,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,A4,4,2,1,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,B4,7,2,0,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,C4,6,0,4,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,D4,4,2,0,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,A5,3,1,1,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,B5,6,2,1,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,C5,7,3,0,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,D5,9,4,3,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,A6,6,2,2,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,B6,13,2,0,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,C6,4,1,2,top,Quinine ,10 mM
20220218,Cel,Adult,PR678,NA,NA,D6,4,3,0,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,A1,11,3,2,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,B1,10,3,4,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,C1,7,1,0,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,D1,6,0,0,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,A2,7,6,5,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,B2,6,6,7,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,C2,8,1,0,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,D2,2,0,1,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,A3,9,2,4,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,B3,11,3,3,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,C3,7,1,1,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,D3,9,1,0,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,A4,8,3,6,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,B4,7,2,3,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,C4,5,0,1,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,D4,6,2,3,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,A5,9,2,3,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,B5,6,2,5,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,C5,8,2,2,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,D5,8,1,2,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,A6,5,2,7,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,B6,5,4,4,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,C6,4,0,0,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,D6,X,X,X,top,NaCl,200 mM
20220310,Cel,Adult,PR672,NA,NA,A1,5,0,1,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,B1,6,0,1,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,C1,6,2,1,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,D1,6,2,1,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,A2,6,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,B2,10,1,0,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,C2,8,1,0,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,D2,6,0,1,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,A3,8,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,B3,4,1,0,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,C3,4,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,D3,6,1,1,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,A4,5,2,1,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,B4,7,2,2,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,C4,5,0,2,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,D4,8,3,0,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,A5,7,1,1,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,B5,9,2,0,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,C5,7,2,1,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,D5,5,0,2,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,A6,6,1,0,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,B6,9,1,3,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,C6,5,1,1,top,Quinine ,10 mM
20220310,Cel,Adult,PR672,NA,NA,D6,4,2,2,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,A1,8,0,1,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,B1,10,2,0,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,C1,9,0,1,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,D1,7,1,0,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,A2,9,0,2,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,B2,9,0,0,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,C2,6,0,0,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,D2,5,1,1,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,A3,8,0,1,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,B3,8,2,0,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,C3,8,0,1,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,D3,8,2,0,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,A4,7,2,1,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,B4,12,4,0,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,C4,9,0,0,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,D4,10,0,1,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,A5,13,0,2,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,B5,13,1,0,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,C5,6,0,0,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,D5,11,0,2,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,A6,11,1,0,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,B6,13,1,0,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,C6,9,3,1,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,D6,8,1,1,top,NaCl,200 mM
20220310,Cel,Adult,SP1234,NA,NA,A1,5,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,B1,4,0,2,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,C1,6,1,2,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,D1,3,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,A2,11,1,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,B2,11,1,2,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,C2,6,0,3,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,D2,6,0,1,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,A3,4,1,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,B3,6,1,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,C3,4,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,D3,7,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,A4,6,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,B4,10,1,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,C4,6,1,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,D4,8,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,A5,8,2,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,B5,6,3,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,C5,9,2,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,D5,4,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,A6,9,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,B6,5,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,C6,7,2,1,top,Quinine ,10 mM
20220310,Cel,Adult,SP1234,NA,NA,D6,7,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,A1,8,0,1,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,B1,9,0,0,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,C1,6,0,0,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,D1,11,1,0,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,A2,9,1,1,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,B2,9,0,0,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,C2,11,3,0,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,D2,12,1,0,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,A3,10,0,5,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,B3,10,1,0,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,C3,16,0,1,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,D3,10,0,1,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,A4,12,1,2,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,B4,9,0,4,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,C4,8,4,0,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,D4,11,0,2,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,A5,10,0,3,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,B5,13,2,1,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,C5,11,1,0,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,D5,11,0,1,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,A6,11,0,0,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,B6,8,0,2,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,C6,7,0,1,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,D6,10,3,0,top,NaCl,200 mM
20220310,Cel,Adult,CX10,NA,NA,A1,8,1,1,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,B1,6,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,C1,X,X,X,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,D1,7,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,A2,10,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,B2,14,4,0,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,C2,11,2,0,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,D2,X,X,X,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,A3,10,0,3,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,B3,8,1,2,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,C3,17,2,0,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,D3,10,0,1,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,A4,7,2,1,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,B4,10,2,1,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,C4,7,0,1,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,D4,6,2,0,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,A5,4,1,0,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,B5,10,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,C5,4,1,2,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,D5,6,1,0,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,A6,7,0,0,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,B6,9,1,0,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,C6,9,1,1,top,Quinine ,10 mM
20220310,Cel,Adult,CX10,NA,NA,D6,X,X,X,top,Quinine ,10 mM
20220328,Cel,Adult,SP1234,NA,NA,A1,3,1,1,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,B1,9,0,1,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,C1,5,1,1,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,D1,5,0,0,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,A2,6,0,1,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,B2,5,0,0,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,C2,7,1,0,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,D2,3,0,0,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,A3,6,0,0,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,B3,7,1,0,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,C3,4,0,0,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,D3,X,X,X,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,A4,7,1,1,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,B4,7,1,0,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,C4,6,0,0,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,D4,5,0,0,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,A5,6,0,2,top,NaCl,200 mM
20220328,Cel,Adult,SP1234,NA,NA,B5,6,0,0,top,NaCl,200 mM
